Date,Price,Close,High,Low,Open,Volume,Adj Close,Return,LogReturn,Volatility,RollingMean,RollingStd,z_score,Open_scaled,High_scaled,Low_scaled,Close_scaled,Adj Close_scaled,Volume_scaled
1970-01-01 00:00:00.000000021,2015-07-29,61.26778411865234,61.32792565134137,61.22268083684169,61.32040652590218,1020500.0,61.26778411865234,-0.0008579902896301839,-0.0008583585739700606,0.002154190351487425,61.10633214314779,0.19460888838506343,-0.2705761524271876,-1.5698871006943715,-1.5874953081664895,-1.5718552713134821,-1.5814391739749738,-1.5814391739749738,-1.1776293770916064
1970-01-01 00:00:00.000000022,2015-07-30,61.29032897949219,61.32791886711761,61.22267406426034,61.25274482727836,788000.0,61.29032897949219,0.0003679725187415439,0.0003679048334579765,0.0021526616603699525,61.12888481503441,0.18664841416332503,0.08393361403996123,-1.5847411701197398,-1.5874967950578598,-1.5718567618150259,-1.5764882887017349,-1.5764882887017349,-1.257831131556963
1970-01-01 00:00:00.000000023,2015-07-31,61.50083923339844,61.51587748766217,61.43318429545224,61.478287587416375,1589100.0,61.50083923339844,0.0034346406262020235,0.003428755719263639,0.002251232400592248,61.1614617847261,0.18912577580635553,0.9707172808723941,-1.535226778881859,-1.5463020967622079,-1.5255279237690396,-1.5302599210336585,-1.5302599210336585,-0.9814886562786954
1970-01-01 00:00:00.000000024,2015-08-03,61.64320373535156,61.65826736867654,61.50007335598287,61.54527000324256,2085800.0,61.64320373535156,0.002314838362007521,0.0023121632511904576,0.0022446923933014573,61.19365692138672,0.21070182745012572,0.6469057945384563,-1.5205218353880108,-1.5150946524228837,-1.5108070599192127,-1.4989964627600176,-1.4989964627600176,-0.8101501124380818
1970-01-01 00:00:00.000000025,2015-08-04,61.43228912353516,61.60554679983947,61.41721974029128,61.59048316388135,1007300.0,61.43228912353516,-0.0034215387753353532,-0.0034274056253902384,0.0022974668211609888,61.2057862054734,0.2169680119568059,-1.0118734974923176,-1.5105959919532643,-1.52664936548114,-1.529041383833858,-1.5453136280319777,-1.5453136280319777,-1.1821827670225429
1970-01-01 00:00:00.000000026,2015-08-05,61.3343391418457,61.37200684270068,61.25147479779213,61.35693746344499,2097000.0,61.3343391418457,-0.0015944380892675136,-0.001595710558439848,0.0023222803944388934,61.210387638636995,0.2186966525875218,-0.48353362200281697,-1.5618673037712754,-1.5778340786187384,-1.5655183310801155,-1.5668235910033694,-1.5668235910033694,-0.8062866300724388
1970-01-01 00:00:00.000000027,2015-08-06,61.372047424316406,61.43231348662098,61.33437969855404,61.3494490877742,1173000.0,61.372047424316406,0.0006147988712081887,0.0006146099598065479,0.002240262663329093,61.208550771077476,0.21708683643933427,0.155308008086307,-1.5635112597221252,-1.5646167332566456,-1.5472727204089851,-1.5585427955844269,-1.5585427955844269,-1.1250239252379854
1970-01-01 00:00:00.000000028,2015-08-07,61.50008773803711,61.55281908793312,61.43229275129343,61.469954717055664,1773800.0,61.50008773803711,0.0020862969233443884,0.0020841236281526447,0.0021530733525868657,61.22247732253302,0.22621382817315236,0.5808188206961251,-1.5370561304554686,-1.5382056440785727,-1.5257241337333276,-1.5304249505427665,-1.5304249505427665,-0.9177756926238507
1970-01-01 00:00:00.000000029,2015-08-10,61.372047424316406,61.47751015970539,61.33437969855404,61.45491182316318,1173300.0,61.372047424316406,-0.0020819533504748966,-0.002084123628152795,0.0019204306294576747,61.243910471598305,0.21746979849715742,-0.6245076549992539,-1.5403585629214307,-1.5547110247220475,-1.5472727204089851,-1.5585427955844269,-1.5585427955844269,-1.1249204391031913
1970-01-01 00:00:00.000000030,2015-08-11,61.60552597045898,61.68839030842587,61.55279464150585,61.57539296144522,1424200.0,61.60552597045898,0.0038043141127155344,0.003797096010607977,0.001957143134540449,61.28326107206799,0.20348467904182002,1.0776151903995683,-1.5139088102712825,-1.5084926385798545,-1.499204222922926,-1.5072705564730082,-1.5072705564730082,-1.0383715350371354
