Date,Price,Close,High,Low,Open,Volume,Adj Close,Return,LogReturn,Volatility,RollingMean,RollingStd,z_score,Open_scaled,High_scaled,Low_scaled,Close_scaled,Adj Close_scaled,Volume_scaled
1970-01-01 00:00:00.000000021,2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500.0,17.58799934387207,-0.003776200204621105,-0.0037833480487480878,0.02792823327554122,17.782222202845983,0.5109101744769805,-0.15032960758266445,-0.9452304619725239,-0.9462002329441305,-0.944036589318991,-0.9460998145234026,-0.9460998145234026,-0.9866368111371434
1970-01-01 00:00:00.000000022,2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000.0,17.785999298095703,0.011257673505236987,0.011194777500451487,0.02804764816893558,17.774730137416295,0.5095813506638869,0.2530399545154521,-0.9461009114190941,-0.9467119803602607,-0.9439744248118075,-0.9444619765719459,-0.9444619765719459,-1.141226412713311
1970-01-01 00:00:00.000000023,2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000.0,17.74333381652832,-0.0023988239767867015,-0.0024017057645460025,0.028052358482792483,17.76520638238816,0.5081396084266188,-0.113373620284354,-0.9433959060289259,-0.9454083768308711,-0.9422734777878119,-0.9448149016279249,-0.9448149016279249,-1.1027580538829742
1970-01-01 00:00:00.000000024,2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500.0,17.332666397094727,-0.023144884928617437,-0.02341693366667038,0.026862084026056113,17.70161910284133,0.47176598509450024,-0.670005243171639,-0.9441176106782615,-0.946835875480823,-0.9468225292981447,-0.9482119058727617,-0.9482119058727617,-1.0350496499629822
1970-01-01 00:00:00.000000025,2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500.0,17.75200080871582,0.02419330078904558,0.023905279104246856,0.027518992991994243,17.658952440534318,0.41951958980978615,0.6001120673743523,-0.9475773733658316,-0.9468304813656101,-0.9461048485507119,-0.9447432090420084,-0.9447432090420084,-1.076178054882651
1970-01-01 00:00:00.000000026,2015-08-05,18.0086669921875,18.06666755676269,17.360000610351562,17.57200050354004,93214500.0,18.0086669921875,0.014458436896063187,0.014354910391804768,0.026109652557386075,17.66609527951195,0.42433928139445515,0.33891872084369695,-0.9456105910680954,-0.9445249286412961,-0.9449407474203525,-0.9426200892776943,-0.9426200892776943,-0.28598067120714593
1970-01-01 00:00:00.000000027,2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000.0,16.408666610717773,-0.08884613070827718,-0.09304349445674888,0.030969519138102756,17.63806352161226,0.48572933415535835,-2.432816561858194,-0.953345478143029,-0.9531438154578639,-0.9586613676264203,-0.9558551496462266,-0.9558551496462266,1.4347622201956092
1970-01-01 00:00:00.000000028,2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000.0,16.167333602905273,-0.014707655017798138,-0.014816884909300457,0.030957417217059836,17.589142844790505,0.575970857696538,-0.443628342571718,-0.9566289442790393,-0.9592147380124482,-0.9573785880656366,-0.9578514347498489,-0.9578514347498489,-0.5194304083855041
1970-01-01 00:00:00.000000029,2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500.0,16.076000213623047,-0.005649254943673188,-0.005665272337093259,0.030919227965491115,17.53196825299944,0.661746182833943,-0.20058500312864525,-0.9596204217143216,-0.9596241359453523,-0.9587009217140209,-0.9586069363952314,-0.9586069363952314,-0.701029708714887
1970-01-01 00:00:00.000000030,2015-08-11,15.824666976928713,15.953332901000977,15.629332542419434,15.8100004196167,63973500.0,15.824666976928713,-0.015634065274604203,-0.015757566178395705,0.030848836741162323,17.453269867669967,0.7596048545430888,-0.4684845909893185,-0.9601713385867751,-0.961601094582652,-0.9596107384831364,-0.9606859424997253,-0.9606859424997253,-0.6848648132489475
1970-01-01 00:00:00.000000031,2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558104,55920000.0,15.878000259399414,0.0033702625495031224,0.003364595943075023,0.03064135834228762,17.366031828380766,0.8305340198754589,0.041415088915042114,-0.9613558118327844,-0.9613479102263144,-0.9605714024239272,-0.9602447743466882,-0.9602447743466882,-0.7947247167383511
1970-01-01 00:00:00.000000032,2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000.0,16.167333602905273,0.018222278547613824,0.018058242572414077,0.031020798342033952,17.300539743332635,0.8692335417089961,0.4399052788056078,-0.9586783503160046,-0.9577333752691556,-0.9569660711863677,-0.9578514347498489,-0.9578514347498489,-0.5980450012717564
1970-01-01 00:00:00.000000033,2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000.0,16.209999084472656,0.0026389930841606013,0.0026355170560445813,0.03081595915614957,17.22584124973842,0.8931638892605215,0.021794607214606115,-0.9546125751282671,-0.9569522765628067,-0.9554685532681295,-0.9574985096938698,-0.9574985096938698,-0.6644233821470823
1970-01-01 00:00:00.000000034,2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500.0,16.999332427978516,0.04869422505161958,0.04754579507431742,0.03209263329931908,17.16339674450102,0.8587027505544196,1.2574893529313744,-0.9500289593589523,-0.9522873070208381,-0.9505295872142997,-0.9509692147179528,-0.9509692147179528,-0.08905541302461291
1970-01-01 00:00:00.000000035,2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000.0,17.381332397460938,0.022471468870960187,0.022222705240830896,0.03186318176615363,17.095015752883185,0.7733434940239552,0.553914088050551,-0.950128117303151,-0.9499386630218516,-0.9488060378545323,-0.9478093450607761,-0.9478093450607761,-0.6991676764523547
1970-01-01 00:00:00.000000036,2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,54064500.0,17.016666412353516,-0.02098032399177252,-0.021203538585942035,0.02991765410706885,17.058444341023762,0.7570877569553143,-0.611928528275644,-0.9474010768142719,-0.9501002707136311,-0.9479809879283723,-0.9508258295461195,-0.9508258295461195,-0.820036078372993
1970-01-01 00:00:00.000000037,2015-08-20,16.14533233642578,16.970666885375977,16.126667022705078,16.804000854492188,73587000.0,16.14533233642578,-0.05120474567775368,-0.05256225251947507,0.0317618558968699,16.976888747442338,0.7588953953360864,-1.4228713348623916,-0.9519571565911348,-0.9533808328803204,-0.95539508759306,-0.9580334272627337,-0.9580334272627337,-0.5537245410448896
1970-01-01 00:00:00.000000038,2015-08-21,15.38466739654541,16.253332138061523,15.36733341217041,15.733332633972168,98853000.0,15.38466739654541,-0.047113613026361856,-0.048259598621907714,0.03309939483613636,16.86123798007057,0.8084892178798145,-1.3131033257700226,-0.9608049028412674,-0.9591770408529886,-0.961831571565128,-0.9643255797622818,-0.9643255797622818,-0.20906441543946705
