Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-07-01,174.91714477539062,175.36392006796436,174.12474697716087,175.1110252379047,135979900
2015-07-02,174.75694274902344,175.5662034711772,174.3354557372848,175.39761123903432,104373700
2015-07-06,174.2595977783203,175.04355747579245,173.25645659425425,173.45877499816478,117975400
2015-07-07,175.35543823242188,175.4818791751677,172.05940712206035,174.46188793632126,173820200
2015-07-08,172.41342163085938,174.29324950893067,172.1773900077275,174.00664151837893,164020100
2015-07-09,172.7254180908203,174.7907152864897,172.61584018537508,174.5293824651573,144113100
2015-07-10,174.9002227783203,175.32170973219513,172.76749982073463,174.74005567780614,129456900
2015-07-13,176.83062744140625,176.94020529481128,176.1309576050445,176.17310886993573,106069400
2015-07-14,177.59776306152344,177.90967220034761,176.72950083673433,176.78851519315833,81709600
2015-07-15,177.5387725830078,178.10356367651093,177.05827118035907,177.6399253571386,97914100
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300
2015-07-17,179.11512756347656,179.17414192275723,178.5419113675342,178.95496043144456,89030000
2015-07-20,179.2078857421875,179.705237443257,178.88756428634167,179.34276470399928,70446800
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000
2015-07-22,178.17942810058594,178.51662545199858,177.7748041416545,177.8085174454139,88667900
2015-07-23,177.17623901367188,178.41541161194792,176.81376642944323,178.31425886523485,90509100
2015-07-24,175.33860778808594,177.33645223189467,175.0014233028297,177.27745073521845,117755000
2015-07-27,174.31861877441406,174.95928736042006,173.87184350404922,174.44507261454063,132361100
2015-07-28,176.4597930908203,176.60309716312486,174.32706936651124,175.1616056030357,123544800
2015-07-29,177.67361450195312,177.90120819632384,176.44286693450246,176.58617095558213,105791300
2015-07-30,177.7157745361328,177.88436675379202,176.53560328699484,177.15940864137184,91304400
2015-07-31,177.44602966308594,178.2468524025521,177.15942158584755,178.22156421119357,103266900
2015-08-03,176.8475341796875,177.47133965627663,175.8865442017208,177.41233815677947,113965700
2015-08-04,176.5019073486328,177.2352906421022,176.0129808653989,176.77165235086633,81820800
2015-08-05,177.08355712890625,178.12883667311712,176.79693618871565,177.40387850724701,85786800
2015-08-06,175.63365173339844,177.37860136075744,175.0435595971987,177.26901061613233,116030800
2015-08-07,175.29640197753906,175.62516125035512,174.38598871525772,175.47343213802137,117858000
2015-08-10,177.50502014160156,177.58930981387115,176.4175766084082,176.4175766084082,80270700
2015-08-11,175.90338134765625,176.57776311373414,175.13627192795812,176.15627611778075,126081400
2015-08-12,176.11410522460938,176.29956051118813,173.11312020580553,174.58832452728862,172123700
2015-08-13,175.89500427246094,176.6452508156279,175.34706331043017,175.9540057793704,89383300
2015-08-14,176.5355987548828,176.61146332146757,175.5577459096969,175.70104993416635,72786500
2015-08-17,177.52188110351562,177.52188110351562,175.47346057844797,175.93709882365724,79072600
2015-08-18,177.00767517089844,177.59775439252033,176.7716434822497,177.2437068595472,71692700
2015-08-19,175.60836791992188,177.03298332175942,174.79068202678104,176.25744870550741,172946000
2015-08-20,171.94143676757812,175.58307837227076,171.8824224035129,174.08258542857715,194327900
2015-08-21,166.7655792236328,171.91615184361487,166.50425929269056,170.05317329478524,346588500
2015-08-24,159.74354553222656,166.4704732939633,153.75842601625803,158.04917271416707,507244300
2015-08-25,157.86375427246094,164.75927584163495,157.56870820924377,164.74241275902628,369833100
2015-08-26,163.92471313476562,164.20288320742515,158.79099221783673,161.9184311014196,339257000
2015-08-27,167.97943115234375,168.10587210616296,164.55695879950537,166.08273966848148,274143900
2015-08-28,167.98785400390625,168.4599173755032,166.84140887455845,167.33033532735877,160414400
2015-08-31,166.63063049316406,167.86137790809556,166.07426469479395,167.0015410254108,163298800
2015-09-01,161.6571502685547,164.1860726234639,160.7804499823715,162.7951576106053,256000400
2015-09-02,164.7255859375,164.76773721862742,162.20508853415598,164.05962913887618,160269300
2015-09-03,164.8435821533203,166.95101733077834,164.34623053850345,165.4420865405708,152087800
2015-09-04,162.34832763671875,163.4189080076939,161.52221688079993,162.56750906577062,207081000
2015-09-08,166.4283905029297,166.58013254790606,164.52327343727777,165.17236717429927,116025700
2015-09-09,164.202880859375,168.14800541293639,163.83198314687897,168.0215644726265,149347700
2015-09-10,165.09646606445312,166.25133634948986,163.74770249468142,164.00902238141856,158611100
2015-09-11,165.84669494628906,165.91413440394695,163.9837169089284,164.7002498916274,119691200
2015-09-14,165.23133850097656,166.0743125488903,164.742412009655,166.02373616405757,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,113806200
2015-09-16,168.74655151367188,168.9404448205619,167.25449659708505,167.6001190699612,99581600
2015-09-17,168.36717224121094,171.0309728332212,167.98783656147626,168.61164187360853,276046600
2015-09-18,165.61587524414062,168.35283394357145,165.20067870899518,165.83619627549584,223657500
2015-09-21,166.4716339111328,167.5053967610154,165.41243847553463,166.45468316386635,105726200
2015-09-22,164.31088256835938,164.77693117411926,163.1669462569154,164.28546291073908,153890900
2015-09-23,164.04824829101562,164.95491315922422,163.46357014917353,164.48039551646428,92790600
2015-09-24,163.45506286621094,163.92111152482275,161.4722517691724,162.81954549436776,159378800
2015-09-25,163.41270446777344,165.2345157516431,162.531446476503,164.92946689768547,155054800
2015-09-28,159.31141662597656,162.61611319283008,158.9978990046477,162.5059527617132,178515900
2015-09-29,159.40464782714844,160.77737369447584,158.39629185750448,159.53175901781327,159045600
2015-09-30,162.3789520263672,162.54842076318582,160.52323897355902,161.31127441810176,163452000
2015-10-01,162.8026123046875,163.10766116903466,160.84522081247422,162.76024189276595,131079000
2015-10-02,165.23452758789062,165.25994725007183,160.25206692621876,160.802856442626,211003300
2015-10-05,168.17486572265625,168.4036556253437,166.3615231127548,166.47168360842574,126320800
2015-10-06,167.59860229492188,168.6069583931938,166.9291964853636,168.03923120543388,110274500
2015-10-07,168.97134399414062,169.3272321330427,167.3359394074365,168.539183952191,124307300
2015-10-08,170.49658203125,170.78468009585535,168.27649953492738,168.5815483473425,153055200
2015-10-09,170.59828186035156,171.08126833108102,169.9627644996423,170.6406522703256,107069200
2015-10-12,170.75926208496094,170.9626193421098,170.24237417365376,170.67452127472737,56395600
2015-10-13,169.6831512451172,171.30160537883222,169.51368251893922,170.02208869747315,88038700
2015-10-14,168.86964416503906,170.20846877228982,168.57307719529092,169.62379081213763,99106200
2015-10-15,171.46263122558594,171.47110013780832,169.16628890889254,169.53912792086965,134142200
2015-10-16,172.24215698242188,172.25909480285003,171.0982205514604,171.8693180588601,114580100
2015-10-19,172.32691955566406,172.32691955566406,171.27620557376218,171.58972340002174,76523900
2015-10-20,172.10659790039062,172.7251645921883,171.6320802776617,171.88628984116232,78448500
2015-10-21,171.03892517089844,172.6827860206722,170.86944351681248,172.5302680475567,102038000
2015-10-22,173.92837524414062,174.14021435051643,171.0388996596954,171.9964036283637,174911700
2015-10-23,175.83497619628906,176.20781519613988,174.80968187633587,175.6146681189393,144442300
2015-10-26,175.40281677246094,175.71633457800075,175.0299777985024,175.6570263392177,69033000
2015-10-27,175.06385803222656,175.4027954602962,174.3774884064893,174.72490767452285,77905800
2015-10-28,177.0551300048828,177.08054966435145,174.73338157585775,175.40278749125423,135906700
2015-10-29,176.95346069335938,177.32629962472782,176.42810379714066,176.54673319079114,90525500
2015-10-30,176.1908416748047,177.4703583434629,176.02985479079635,177.1483587161765,131076900
2015-11-02,178.27529907226562,178.47018740931264,176.39416697135877,176.52127817957935,86270800
2015-11-03,178.79222106933594,179.351479461101,177.6906550360625,177.91944491080895,95246100
2015-11-04,178.2499237060547,179.21590965224308,177.70761603327583,179.08881134207414,96224500
2015-11-05,178.0719757080078,178.77528320355773,177.17377982417906,178.309234510165,78408700
2015-11-06,177.9787139892578,178.21598565175296,176.63990239508178,177.7245174394973,110471500
2015-11-09,176.31800842285156,177.5127846405772,175.3604910800395,177.36025368976763,131008700
2015-11-10,176.7246856689453,176.75858717262847,175.56381129568527,175.83495867697408,75874600
2015-11-11,176.02980041503906,177.04662537755058,175.96201036025417,176.99578606886965,67846000
2015-11-12,173.57247924804688,175.45361146197016,173.55554142963845,174.97909395388723,121315200
2015-11-13,171.6235809326172,173.42845442679078,171.53885303984885,173.15730706844423,153577100
2015-11-16,174.2334442138672,174.2927653767331,171.31853570446503,171.4371780301968,117645200
2015-11-17,174.1063690185547,175.4367122135513,173.6064317064697,174.54699808953552,121123700
2015-11-18,176.86878967285156,177.01283878415995,174.5470402051712,174.5893977034789,121342500
2015-11-19,176.71624755859375,177.13992592103122,176.4196675330325,176.75013613854824,88220500
2015-11-20,177.3601837158203,178.04654039957754,176.97887588369227,177.47881310647423,94011500
2015-11-23,177.15676879882812,177.92785312239937,176.69072029801276,177.41944715484325,64931200
2015-11-24,177.3940887451172,177.8008162455035,175.7502150636118,176.13999181367205,98874400
2015-11-25,177.36865234375,177.72454048920227,177.10596099220945,177.5211702933869,51980100
2015-11-27,177.57199096679688,177.7753611412606,176.97884411998373,177.46183050609173,37317800
2015-11-30,176.83482360839844,177.85164878541,176.72466312993072,177.73301939691922,112822700
2015-12-01,178.5210418701172,178.63968417971043,177.1906990326763,177.47032819893315,97858400
2015-12-02,176.69924926757812,178.792220849332,176.44503973257642,178.47022124302094,108441300
2015-12-03,174.2249755859375,177.22461199476996,173.4962484574048,176.95346463023668,166224200
2015-12-04,177.62289428710938,177.91947428220882,174.22499882402906,174.22499882402906,192913900
2015-12-07,176.5467529296875,177.71609624651444,175.57228508109014,177.29241794615965,102027100
2015-12-08,175.3604278564453,176.49588248125178,174.36902228735596,174.9706511008893,103372400
2015-12-09,173.99615478515625,176.82632197203586,173.01321828791583,174.71641287512068,162401500
2015-12-10,174.44529724121094,175.7671714543499,173.82673055011603,174.06398936121093,116128900
2015-12-11,171.06431579589844,172.979336623438,170.75078513276736,172.30993075011187,211173300
2015-12-14,171.9286346435547,172.05574588074552,169.42893546774943,171.2253401022305,182385200
2015-12-15,173.73348999023438,174.64863649768253,171.90319697533803,173.45386081326689,154069600
2015-12-16,176.27557373046875,176.58062259123602,173.53861582362876,174.86895882084,197017000
2015-12-17,173.58946228027344,176.6568888348843,173.57251152908015,176.58909875974595,173092500
2015-12-18,170.49696350097656,172.97743633365053,170.3350055036484,172.84106228916082,251393500
2015-12-21,171.9033966064453,172.08240621497262,170.556603906149,171.6817774304156,99094300
2015-12-22,173.4633026123047,173.7616476474412,171.80112614682062,172.79843202611107,111026200
2015-12-23,175.61135864257812,175.65398122132467,174.3839012115534,174.4776656821618,110987200
