Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-07-01,60.81672286987305,60.91444854089712,60.764100472335286,60.79417123312989,5399300
2015-07-02,60.967105865478516,61.02724742152182,60.93703508745686,60.93703508745686,1060100
2015-07-06,61.177574157714844,61.22268317666172,61.05729682315225,61.22268317666172,2210700
2015-07-07,61.237709045410156,61.47075029892485,61.237709045410156,61.41061450587746,4183200
2015-07-08,61.410621643066406,61.463244052731085,61.31289021410879,61.373031749557704,1967800
2015-07-09,61.2076301574707,61.32791319842472,61.177559397232194,61.312874950599934,1670900
2015-07-10,60.92195129394531,61.0121635520872,60.85429066648649,60.906913049883514,2038300
2015-07-13,60.7791633605957,60.899446463887934,60.77164423278643,60.78668248840498,2846500
2015-07-14,60.89194107055664,60.94456350626273,60.86187028795097,60.89194107055664,1567700
2015-07-15,61.06478500366211,61.08733663400104,60.876847103624925,60.89939873396386,2631000
2015-07-16,61.06478500366211,61.10236914242382,60.92946948621895,60.944501994641726,1063100
2015-07-17,61.07234573364258,61.13248728477469,61.042274958076526,61.07986486138759,807900
2015-07-20,60.989593505859375,61.05725411925111,60.95200937433813,61.03470249325668,1026900
2015-07-21,61.102394104003906,61.1399839935314,60.96707853128157,60.982116781257325,1422900
2015-07-22,61.12495803833008,61.21517035009438,61.117444647242834,61.13247716483036,1624100
2015-07-23,61.267784118652344,61.29785488499686,61.10991689690283,61.15502017871348,1178400
2015-07-24,61.30533981323242,61.35044306988368,61.26774994241702,61.33540482739391,804300
2015-07-27,61.42566680908203,61.433185936414745,61.350492741995964,61.41063428983029,2022800
2015-07-28,61.320396423339844,61.380537946120526,61.31287729913944,61.350467184730185,1434700
2015-07-29,61.267784118652344,61.32792565134137,61.22268083684169,61.32040652590218,1020500
2015-07-30,61.29032897949219,61.32791886711761,61.22267406426034,61.25274482727836,788000
2015-07-31,61.50083923339844,61.51587748766217,61.433184295452236,61.478287587416375,1589100
2015-08-03,61.64320373535156,61.65826736867654,61.50007335598287,61.545270003242564,2085800
2015-08-04,61.432289123535156,61.60554679983947,61.41721974029128,61.59048316388135,1007300
2015-08-05,61.3343391418457,61.37200684270068,61.25147479779213,61.35693746344499,2097000
2015-08-06,61.372047424316406,61.43231348662098,61.33437969855404,61.3494490877742,1173000
2015-08-07,61.50008773803711,61.552819087933116,61.43229275129343,61.469954717055664,1773800
2015-08-10,61.372047424316406,61.47751015970539,61.33437969855404,61.45491182316318,1173300
2015-08-11,61.605525970458984,61.68839030842587,61.55279464150585,61.57539296144522,1424200
2015-08-12,61.58296585083008,61.79389129748101,61.567902210621035,61.71102690811281,1029700
2015-08-13,61.45488357543945,61.582944588507424,61.43228524928456,61.52267855390412,845500
2015-08-14,61.432289123535156,61.52268243385541,61.40215610433316,61.432289123535156,2279800
2015-08-17,61.545291900634766,61.60555794994644,61.515164623265726,61.5754249252906,821900
2015-08-18,61.432289123535156,61.51515348951923,61.409685048669346,61.46995108707335,1083900
2015-08-19,61.650753021240234,61.67335709961348,61.33436489145445,61.37203260812322,1356600
2015-08-20,61.703495025634766,61.74869169139871,61.650757919194035,61.67336199936311,1536900
2015-08-21,61.801414489746094,61.83907645690336,61.67335345629602,61.74868313789687,3459200
2015-08-24,61.78634262084961,62.09520177446717,61.71854763432053,61.99727376705203,4751800
2015-08-25,61.58296585083008,61.71102690811281,61.46996843375641,61.71102690811281,5325500
2015-08-26,61.31929016113281,61.57541219683338,61.281622451277734,61.424752851984294,2742500
2015-08-27,61.40212631225586,61.48499063803447,61.28159429392953,61.2966636698618,2671000
2015-08-28,61.432289123535156,61.575413780637476,61.40215610433316,61.53775181709929,2723900
2015-08-31,61.34944534301758,61.545301412620375,61.34191064886741,61.53023777160773,3103700
2015-09-01,61.4988899230957,61.55173027490793,61.400753727468405,61.43849930411989,2577700
2015-09-02,61.45356750488281,61.52150259611199,61.39317691768128,61.43846697850074,1934700
2015-09-03,61.4988899230957,61.57437531723226,61.44604957128347,61.53662974058077,2503000
2015-09-04,61.649845123291016,61.67249015988958,61.506424638445154,61.6045550500939,1213800
2015-09-08,61.4988899230957,61.53662974058077,61.45359983844705,61.53662974058077,1194600
2015-09-09,61.4837760925293,61.574362001403266,61.29505976841575,61.310160299477324,4265400
2015-09-10,61.355430603027344,61.46866151284074,61.355430603027344,61.46866151284074,1889000
2015-09-11,61.4837760925293,61.544166698445274,61.4611310551021,61.51397139548729,1411500
2015-09-14,61.4988899230957,61.56682505006868,61.476244880771375,61.55928054207151,905900
2015-09-15,61.24222946166992,61.44604635023745,61.189389112627616,61.438496083469666,1697300
2015-09-16,61.20448303222656,61.2497731096069,61.14409242294246,61.19693276627468,1579000
2015-09-17,61.551753997802734,61.55175399780273,61.15922058233858,61.17432112248569,1833200
2015-09-18,61.725341796875,61.73289206351155,61.58946579324722,61.6196611006274,1639800
2015-09-21,61.4988899230957,61.64986071136882,61.45359983844705,61.61212089388374,933800
2015-09-22,61.61210632324219,61.73288177346522,61.58191102089516,61.59700579248615,1444000
2015-09-23,61.61210632324219,61.67249116877118,61.55926598392616,61.642301625589205,709000
2015-09-24,61.63474655151367,61.793267557094055,61.619646021935765,61.77816702751615,1454400
2015-09-25,61.521541595458984,61.61967204249517,61.521541595458984,61.59702699773044,1134000
2015-09-28,61.68006896972656,61.72535906388324,61.55174319683756,61.61967833807258,1305000
2015-09-29,61.725341796875,61.808377452378984,61.6725014487512,61.68760198202429,1256600
2015-09-30,61.84611892700195,61.85366919313804,61.710242932380545,61.740438237759264,4432000
2015-10-01,61.879390716552734,61.992848769418366,61.8718310782203,61.93990244750991,2023700
2015-10-02,62.113834381103516,62.280232883763276,62.02306683997866,62.151649861870965,1770400
2015-10-05,61.87185287475586,62.03825153743344,61.87185287475586,62.03825153743344,4199900
2015-10-06,61.95504379272461,62.0155497632464,61.87184159120023,61.947478382390415,1925300
2015-10-07,61.95504379272461,62.00042471329527,61.87184159120023,61.92478792210508,1871000
2015-10-08,61.8567008972168,62.00041481704119,61.82644503142659,61.962593542124345,1118100
2015-10-09,61.849151611328125,61.9020979475843,61.78108022359213,61.78108022359213,1197400
2015-10-12,61.95504379272461,62.00042471329527,61.87184159120023,61.90209169110249,864100
2015-10-13,61.99285888671875,62.02311475713513,61.917222096036426,61.97773383686918,971700
2015-10-14,62.219810485839844,62.219810485839844,62.05340598908172,62.083661876739605,786300
2015-10-15,62.09874725341797,62.18951485839012,62.068491385093914,62.136568531502235,2264300
2015-10-16,62.076053619384766,62.13656535293742,62.05336316198165,62.06848821001155,1241200
2015-10-19,62.076053619384766,62.11387489553431,62.00798224717543,62.08361902875798,840100
2015-10-20,61.97773742675781,62.00799329892668,61.94748155458895,61.97773742675781,1348200
2015-10-21,62.091182708740234,62.15925985609704,62.0458017909803,62.09118270874023,943500
2015-10-22,62.197105407714844,62.242486343185114,62.09120694041895,62.09120694041895,1101300
2015-10-23,62.03824996948242,62.08363666790041,62.02312491715521,62.08363666790041,1367100
2015-10-26,62.10630416870117,62.174375535082326,62.10630416870117,62.12899462416156,1512200
2015-10-27,62.121402740478516,62.23486074014284,62.121402740478516,62.219735699853935,929400
2015-10-28,61.947452545166016,62.15923778045343,61.93988713798723,62.15923778045343,2617300
2015-10-29,61.72810363769531,61.87181752455751,61.69784777884458,61.87181752455751,943200
2015-10-30,61.864234924316406,61.864234924316406,61.712955672105174,61.72808648268301,1474100
2015-11-02,61.74225616455078,61.802893208524836,61.70436234906709,61.72709979489066,2939200
2015-11-03,61.63613510131836,61.72709065380996,61.59066021640553,61.69677213631276,3997100
2015-11-04,61.67403793334961,61.72709389609005,61.56792600786874,61.68919430156134,3594400
2015-11-05,61.560333251953125,61.674026231300836,61.47695878594247,61.65886408329973,1715400
2015-11-06,61.31782531738281,61.40877512573712,61.264769334953336,61.37846237806461,1198700
2015-11-09,61.26471710205078,61.34051047194913,61.204080093066715,61.219236453981004,2358300
2015-11-10,61.33293151855469,61.423887035172314,61.27229450747626,61.3405125906054,1421000
2015-11-11,61.3405647277832,61.37088325909203,61.29508982215425,61.3405647277832,1303500
2015-11-12,61.348106384277344,61.43905613709137,61.348106384277344,61.42389977251065,1263900
2015-11-13,61.46181106567383,61.4845542930143,61.401179807432065,61.401179807432065,1583300
2015-11-16,61.46181106567383,61.545185551256054,61.431498327886196,61.4845542930143,949100
2015-11-17,61.53000259399414,61.57547746369147,61.36325369488528,61.416309637086826,1155900
2015-11-18,61.499671936035156,61.537571508404376,61.44661600431597,61.49209086502874,944100
2015-11-19,61.58309555053711,61.62099515317366,61.56793917908298,61.60583299905205,1085500
2015-11-20,61.56792068481445,61.636133009869106,61.545177460463826,61.636133009869106,1273800
2015-11-23,61.590667724609375,61.62856153910086,61.5072932369948,61.552768127451245,1647300
2015-11-24,61.61338806152344,61.65886293935277,61.58306954874886,61.61338806152343,1361900
2015-11-25,61.6209716796875,61.66644655939449,61.598228457168744,61.64370911954099,904600
2015-11-27,61.65126419067383,61.68916376644287,61.628526758277765,61.67400740573328,516000
2015-11-30,61.6209716796875,61.681602925075055,61.590653165661095,61.64370911954099,6285200
2015-12-01,61.85414123535156,61.86173211966978,61.62628722530515,61.649071467396155,1780200
2015-12-02,61.77817916870117,61.831350120427565,61.7326106895843,61.82375344238557,1413700
2015-12-03,61.29972457885742,61.63390905139098,61.276940327470236,61.63390905139098,2510600
2015-12-04,61.54273986816406,61.550336546893305,61.36046014063854,61.4212219813364,3815200
2015-12-07,61.64910125732422,61.740244064298224,61.550367562363945,61.565555132907456,1543300
2015-12-08,61.66429901123047,61.72505509229965,61.6035371355899,61.7098675206752,1687300
2015-12-09,61.6414680480957,61.717417437810575,61.49716015144055,61.60349045595477,2076900
2015-12-10,61.633880615234375,61.687045775465734,61.618687258272345,61.687045775465734,2004100
2015-12-11,61.800941467285156,61.83891325131874,61.72498631008812,61.80094146728516,1994400
2015-12-14,61.51232147216797,61.71739111094501,61.50473059263144,61.67181686090315,2974600
2015-12-15,61.44401931762695,61.48958781057767,61.3832574639798,61.42882595693052,1806300
2015-12-16,61.37563705444336,61.519944952420374,61.2845001037775,61.421211324343346,2332700
2015-12-17,61.50481414794922,61.535189296489555,61.43645557730243,61.45923983599389,2290500
2015-12-18,61.6414680480957,61.64905893087029,61.535131949014485,61.58829710127159,3211500
2015-12-21,61.573143005371094,61.694666730615076,61.55035875553038,61.66428579930408,3158300
2015-12-22,61.48955535888672,61.550317180466244,61.47436780077496,61.542720504127246,2348600
2015-12-23,61.49720001220703,61.49720001220703,61.38294841345574,61.405803382068164,2538600
2015-12-24,61.54287338256836,61.56572252868431,61.46670181408211,61.50478759832524,1361700
2015-12-28,61.54287338256836,61.603802501852634,61.474320133145696,61.474320133145696,1580600
2015-12-29,61.352474212646484,61.48957494092914,61.32200673846406,61.48957494092914,2586600
2015-12-30,61.39057922363281,61.428665034656085,61.29156425048274,61.337262574847564,2367200
2015-12-31,61.512451171875,61.550531173058644,61.42104870909192,61.489602008949,2419700
2016-01-04,61.4819221496582,61.641871941132386,61.46668551557118,61.53523874681627,2750500
2016-01-05,61.55812454223633,61.61905949272219,61.46672211650753,61.512426234910286,1513600
2016-01-06,61.83232879638672,61.83232879638672,61.6799972243801,61.718077211843266,2391100
2016-01-07,61.83995819091797,61.84757070312745,61.672389945060964,61.78664155006147,2792900
2016-01-08,61.916114807128906,61.938963962524404,61.771395741521204,61.80186321907426,1405100
2016-01-11,61.65713882446289,61.81709452056079,61.65713882446289,61.779008724141924,2146900
2016-01-12,61.817100524902344,61.946582947580545,61.69523061338599,61.756165569144166,1645300
2016-01-13,61.96940612792969,62.03795356611715,61.817074613463234,61.84753626749669,2887800
2016-01-14,61.89327621459961,62.053226140742716,61.8628087318469,61.95420536902687,4545800
2016-01-15,61.999916076660156,62.09131272353699,61.96944859067496,62.07608188608377,1773900
2016-01-19,61.923728942871094,61.999894726065875,61.87041231352707,61.999894726065875,3856700
2016-01-20,61.99224853515625,62.15981666949882,61.923701104420196,62.09888174590622,7796900
2016-01-21,61.95418930053711,62.121757506677305,61.946576790131935,62.09890835330849,3062600
2016-01-22,61.93134689331055,61.94658353793391,61.8475627811139,61.93896521562223,3004100
2016-01-25,61.93134689331055,62.02274932781888,61.92373438207615,61.999900171961116,2164700
2016-01-26,62.02275085449219,62.05321833341158,61.93896674023321,62.0075200205712,2659100
2016-01-27,62.02275085449219,62.07606748983177,61.885650104893635,61.961815896653405,1734400
2016-01-28,62.068424224853516,62.09889169152942,61.977027635900896,62.0074951025768,1487600
2016-01-29,62.251277923583984,62.30459457937853,62.190342942367465,62.27412708877027,3634300
2016-02-01,62.12455749511719,62.307746599408446,62.07876167491354,62.22378371338399,2255300
2016-02-02,62.33827209472656,62.376439156266066,62.269578372126624,62.33827209472656,2554600
